Calculation summary:						
						
Room ID	Room name	Analysis calculation				
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 1L000001 (+1 Living Room)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.00%	2.90%	11.50%	0.01	0
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=13.855m?	Daylight illuminance	4.60 lux	337.02 lux	1315.79 lux	0.01	0
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 1L000048 (+1 Living Room)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.00%	1.90%	7.70%	0	0
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=5.813m?	Daylight illuminance	0.12 lux	214.24 lux	881.62 lux	0	0
Margin=0.50 m	Sky view	0	0.67	1	0	0
						
						
						
Room 1L000049 (+1 Living Room)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.00%	1.30%	7.30%	0	0
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=9.226m?	Daylight illuminance	0.09 lux	146.81 lux	835.33 lux	0	0
Margin=0.50 m	Sky view	0	0.8	1	0	0
						
						
						
Room 1L000059 (+1 Living Room)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.30%	3.00%	13.00%	0.08	0.02
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=25.913m?	Daylight illuminance	29.14 lux	347.15 lux	1499.18 lux	0.08	0.02
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 0X0000D3 (+1 Living Room)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.40%	3.30%	10.70%	0.14	0.04
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=10.264m?	Daylight illuminance	51.59 lux	379.71 lux	1224.02 lux	0.14	0.04
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 1L000057 (+1 Living Room)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.30%	2.50%	10.80%	0.1	0.02
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=7.710m?	Daylight illuminance	29.75 lux	290.85 lux	1235.51 lux	0.1	0.02
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 1L00004D (+1 Living Room)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.20%	2.50%	11.30%	0.06	0.01
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=7.585m?	Daylight illuminance	18.50 lux	289.75 lux	1300.44 lux	0.06	0.01
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 1L00004F (+1 Living Room)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.00%	1.20%	7.20%	0.04	0.01
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=8.873m?	Daylight illuminance	5.23 lux	135.62 lux	825.65 lux	0.04	0.01
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 1L000052 (+1 Living Room)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.40%	3.30%	11.80%	0.11	0.03
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=5.644m?	Daylight illuminance	41.48 lux	380.25 lux	1353.11 lux	0.11	0.03
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 0X0000C8 (+1 Living Room)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.20%	2.30%	12.80%	0.1	0.02
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=11.176m?	Daylight illuminance	24.84 lux	261.49 lux	1466.32 lux	0.1	0.02
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 0X000032 (+1 Living Room)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.10%	1.90%	8.90%	0.04	0.01
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=8.445m?	Daylight illuminance	8.96 lux	216.67 lux	1024.11 lux	0.04	0.01
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 2L000034 (+2 Circulation Interior)						
						
Analysis calculation needs to be performed						
						
						
Room 1L00001A (+2 Circulation Interior)						
						
Analysis calculation needs to be performed						
						
						
Room 2L000035 (+2 Circulation Interior)						
						
Analysis calculation needs to be performed						
						
						
Room 1L00001B (+2 Circulation Interior)						
						
Analysis calculation needs to be performed						
						
						
Room 2L00002B (+2 Circulation Interior)						
						
Analysis calculation needs to be performed						
						
						
Room 2L00002D (+2 Circulation Interior)						
						
Analysis calculation needs to be performed						
						
						
Room 2L000038 (+2 Circulation Interior)						
						
Analysis calculation needs to be performed						
						
						
Room 1L000017 (+2 Circulation Interior)						
						
Analysis calculation needs to be performed						
						
						
Room 2L000028 (+2 Circulation Interior)						
						
Analysis calculation needs to be performed						
						
						
Room 2L00003A (+2 Circulation Interior)						
						
Analysis calculation needs to be performed						
						
						
Room 2L00003B (+2 Circulation Interior)						
						
Analysis calculation needs to be performed						
						
						
Room 2L00002F (+2 Circulation Interior)						
						
Analysis calculation needs to be performed						
						
						
Room 1L000019 (+2 Circulation Interior)						
						
Analysis calculation needs to be performed						
						
						
Room 1L00000D (+2 Circulation Interior)						
						
Analysis calculation needs to be performed						
						
						
Room 1L00001C (+2 Circulation Interior)						
						
Analysis calculation needs to be performed						
						
						
Room 1L00000B (+2 Circulation Interior)						
						
Analysis calculation needs to be performed						
						
						
Room 2L000012 (+2 Circulation Interior)						
						
Analysis calculation needs to be performed						
						
						
Room 1L000013 (+2 Circulation Interior)						
						
Analysis calculation needs to be performed						
						
						
Room 1L00001F (+2 Circulation Interior)						
						
Analysis calculation needs to be performed						
						
						
Room 2L000014 (+2 Circulation Interior)						
						
Analysis calculation needs to be performed						
						
						
Room 2L000017 (+2 Circulation Interior)						
						
Analysis calculation needs to be performed						
						
						
Room 1L000012 (+2 Circulation Interior)						
						
Analysis calculation needs to be performed						
						
						
Room 1L000014 (+2 Circulation Interior)						
						
Analysis calculation needs to be performed						
						
						
Room 2L00001B (+2 Circulation Interior)						
						
Analysis calculation needs to be performed						
						
						
Room 2L000032 (+2 Circulation Interior)						
						
Analysis calculation needs to be performed						
						
						
Room 2L00001F (+2 Circulation Interior)						
						
Analysis calculation needs to be performed						
						
						
Room 1L000018 (+2 Circulation Interior)						
						
Analysis calculation needs to be performed						
						
						
Room 2L000023 (+2 Kitchen)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	1.40%	5.00%	11.80%	0.27	0.11
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=2.078m?	Daylight illuminance	155.37 lux	570.09 lux	1361.10 lux	0.27	0.11
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 1L000015 (+2 Kitchen)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.20%	1.80%	7.60%	0.1	0.02
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=6.404m?	Daylight illuminance	20.44 lux	207.65 lux	869.87 lux	0.1	0.02
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 1L00000C (+2 Kitchen)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.50%	2.20%	8.20%	0.21	0.06
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=4.305m?	Daylight illuminance	52.13 lux	247.54 lux	937.11 lux	0.21	0.06
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 2L000025 (+2 Kitchen)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.20%	1.50%	6.00%	0.11	0.03
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=6.278m?	Daylight illuminance	19.23 lux	171.85 lux	691.87 lux	0.11	0.03
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 2L000011 (+2 Kitchen)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.20%	1.80%	7.70%	0.09	0.02
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=5.979m?	Daylight illuminance	17.43 lux	203.67 lux	889.32 lux	0.09	0.02
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 2L000018 (+2 Kitchen)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.20%	0.30%	0.40%	0.59	0.4
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=3.331m?	Daylight illuminance	18.47 lux	31.25 lux	45.82 lux	0.59	0.4
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 2L000021 (+2 Kitchen)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.20%	1.60%	7.00%	0.1	0.02
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=4.029m?	Daylight illuminance	18.22 lux	186.85 lux	805.38 lux	0.1	0.02
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 1L000011 (+2 Kitchen)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.40%	1.90%	6.20%	0.22	0.07
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=5.735m?	Daylight illuminance	49.19 lux	223.05 lux	716.99 lux	0.22	0.07
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 1L000007 (+2 Kitchen)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.20%	1.40%	9.90%	0.11	0.02
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=9.524m?	Daylight illuminance	17.43 lux	155.52 lux	1133.04 lux	0.11	0.02
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 2L000039 (+2 Kitchen)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.10%	0.20%	0.20%	0.59	0.41
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=2.175m?	Daylight illuminance	11.61 lux	19.84 lux	28.54 lux	0.59	0.41
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 1L000008 (+2 Kitchen)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.20%	1.90%	9.10%	0.08	0.02
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=6.965m?	Daylight illuminance	17.66 lux	221.75 lux	1042.57 lux	0.08	0.02
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 2L000000 (+2 Kitchen)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.00%	1.80%	6.90%	0	0
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=4.180m?	Daylight illuminance	0.03 lux	210.76 lux	791.75 lux	0	0
Margin=0.50 m	Sky view	0	0.81	1	0	0
						
						
						
Room 2L00000D (+2 Kitchen)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.30%	1.50%	5.20%	0.21	0.06
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=3.834m?	Daylight illuminance	34.97 lux	168.74 lux	594.93 lux	0.21	0.06
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 2L000037 (+2 Kitchen)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.20%	1.90%	9.40%	0.12	0.02
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=9.331m?	Daylight illuminance	26.26 lux	221.35 lux	1075.74 lux	0.12	0.02
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 2L000036 (+2 Kitchen)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.40%	2.00%	7.40%	0.21	0.06
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=4.078m?	Daylight illuminance	47.32 lux	225.82 lux	847.59 lux	0.21	0.06
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 2L00002C (+2 Kitchen)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.10%	0.20%	0.30%	0.53	0.35
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=3.225m?	Daylight illuminance	12.17 lux	23.13 lux	34.84 lux	0.53	0.35
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 2L000001 (+2 Kitchen)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.20%	1.50%	8.00%	0.15	0.03
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=5.472m?	Daylight illuminance	25.56 lux	172.68 lux	913.51 lux	0.15	0.03
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 1L00000E (+2 Kitchen)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.00%	1.40%	7.00%	0	0
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=6.203m?	Daylight illuminance	0.02 lux	155.20 lux	804.24 lux	0	0
Margin=0.50 m	Sky view	0	0.65	1	0	0
						
						
						
Room 2L00000B (+2 Kitchen)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.20%	1.80%	7.30%	0.12	0.03
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=5.379m?	Daylight illuminance	24.42 lux	202.56 lux	835.10 lux	0.12	0.03
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 2L000003 (+2 Kitchen)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.20%	1.90%	7.60%	0.12	0.03
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=4.782m?	Daylight illuminance	26.15 lux	216.94 lux	876.32 lux	0.12	0.03
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 1L00001E (+2 Kitchen)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.20%	2.00%	9.10%	0.1	0.02
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=6.980m?	Daylight illuminance	23.43 lux	228.55 lux	1049.34 lux	0.1	0.02
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 2L000005 (+2 Kitchen)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	1.10%	3.90%	9.50%	0.27	0.11
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=2.324m?	Daylight illuminance	121.70 lux	453.73 lux	1091.00 lux	0.27	0.11
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 2L000031 (+2 Kitchen)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.80%	2.50%	6.50%	0.31	0.12
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=3.099m?	Daylight illuminance	89.09 lux	291.70 lux	744.63 lux	0.31	0.12
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 2L000008 (+2 Kitchen)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.20%	0.30%	0.40%	0.74	0.58
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=3.461m?	Daylight illuminance	27.47 lux	36.97 lux	47.40 lux	0.74	0.58
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 2L000029 (+2 Kitchen)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.20%	1.60%	7.00%	0.13	0.03
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=4.971m?	Daylight illuminance	25.21 lux	187.17 lux	803.53 lux	0.13	0.03
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 2L00003C (+2 Living Room)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.30%	3.20%	13.30%	0.11	0.03
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=25.913m?	Daylight illuminance	39.96 lux	362.43 lux	1524.66 lux	0.11	0.03
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 1L000010 (+2 Living Room)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.30%	2.60%	10.90%	0.11	0.03
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=7.710m?	Daylight illuminance	34.03 lux	300.61 lux	1248.70 lux	0.11	0.03
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 1L00000F (+2 Living Room)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.20%	2.30%	12.80%	0.09	0.02
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=11.176m?	Daylight illuminance	24.90 lux	265.24 lux	1471.65 lux	0.09	0.02
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 1L00000A (+2 Living Room)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.10%	2.00%	9.30%	0.05	0.01
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=8.445m?	Daylight illuminance	11.93 lux	230.87 lux	1070.37 lux	0.05	0.01
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 2L000002 (+2 Living Room)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.40%	3.30%	13.00%	0.12	0.03
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=14.532m?	Daylight illuminance	46.16 lux	378.64 lux	1492.19 lux	0.12	0.03
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 2L000004 (+2 Living Room)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.10%	3.00%	11.70%	0.03	0.01
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=13.855m?	Daylight illuminance	10.18 lux	349.83 lux	1342.55 lux	0.03	0.01
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 2L000007 (+2 Living Room)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.30%	3.30%	13.80%	0.1	0.02
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=7.423m?	Daylight illuminance	36.92 lux	379.04 lux	1587.08 lux	0.1	0.02
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 2L000009 (+2 Living Room)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.40%	3.20%	9.70%	0.13	0.04
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=10.372m?	Daylight illuminance	46.10 lux	362.02 lux	1119.12 lux	0.13	0.04
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 2L00000A (+2 Living Room)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.20%	2.10%	8.90%	0.11	0.03
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=8.612m?	Daylight illuminance	27.07 lux	243.75 lux	1020.49 lux	0.11	0.03
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 2L00000E (+2 Living Room)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.10%	1.80%	11.80%	0.07	0.01
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=13.015m?	Daylight illuminance	13.67 lux	207.81 lux	1361.40 lux	0.07	0.01
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 2L000010 (+2 Living Room)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.20%	2.00%	9.60%	0.1	0.02
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=8.471m?	Daylight illuminance	23.85 lux	231.36 lux	1105.00 lux	0.1	0.02
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 2L000013 (+2 Living Room)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.30%	2.70%	9.90%	0.1	0.03
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=6.416m?	Daylight illuminance	29.52 lux	309.57 lux	1137.69 lux	0.1	0.03
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 1L000006 (+2 Living Room)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.20%	1.60%	6.60%	0.11	0.03
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=8.177m?	Daylight illuminance	19.96 lux	185.04 lux	757.00 lux	0.11	0.03
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 1L000009 (+2 Living Room)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.40%	3.10%	10.00%	0.12	0.04
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=10.466m?	Daylight illuminance	44.08 lux	359.72 lux	1145.35 lux	0.12	0.04
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 2L00001C (+2 Living Room)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
